sample,elapsed_s,mark,calibratorCalibrated,ikCalibrated,trackingAssigned,mappingCalibrated,simulatedInput,dataSource,leftAvailable,rightAvailable,leftFallback,rightFallback,leftValgus_deg,rightValgus_deg,leftFlex_deg,rightFlex_deg,swayRMS_mm,swayVelocity_mps,symmetry_pct,leftReach_pct,rightReach_pct,pelvis_x,pelvis_y,pelvis_z,leftKnee_x,leftKnee_y,leftKnee_z,rightKnee_x,rightKnee_y,rightKnee_z,leftAnkle_x,leftAnkle_y,leftAnkle_z,rightAnkle_x,rightAnkle_y,rightAnkle_z
91,10.436,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.293,3.385,40.998,40.325,10.468,0.014,1.655,0.363,0.000,1.552,0.046,1.969,1.653,-0.465,1.841,1.480,-0.464,1.843,1.640,-0.887,2.032,1.479,-0.889,2.029
92,10.537,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.255,4.887,46.444,45.517,10.824,0.023,2.015,1.213,0.000,1.552,0.024,1.968,1.648,-0.480,1.820,1.484,-0.478,1.820,1.639,-0.893,2.032,1.477,-0.896,2.022
93,10.648,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.191,7.950,50.444,49.803,11.151,0.032,1.278,1.671,0.000,1.552,0.004,1.965,1.648,-0.495,1.801,1.493,-0.492,1.800,1.639,-0.899,2.029,1.473,-0.902,2.015
94,10.759,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.354,8.708,52.543,52.372,11.657,0.037,0.325,1.764,0.000,1.550,-0.009,1.960,1.653,-0.505,1.791,1.495,-0.501,1.787,1.638,-0.904,2.028,1.472,-0.906,2.012
95,10.859,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.523,8.310,54.128,54.300,12.279,0.049,0.318,1.846,0.000,1.549,-0.019,1.956,1.658,-0.513,1.784,1.495,-0.508,1.776,1.638,-0.908,2.027,1.472,-0.909,2.009
96,10.971,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.183,7.969,56.151,56.406,12.915,0.025,0.454,2.240,0.000,1.549,-0.027,1.952,1.664,-0.521,1.777,1.494,-0.514,1.766,1.638,-0.909,2.030,1.472,-0.909,2.009
97,11.071,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.948,8.319,58.559,59.042,13.460,0.022,0.822,2.689,0.000,1.550,-0.038,1.949,1.666,-0.529,1.769,1.495,-0.521,1.755,1.637,-0.909,2.033,1.472,-0.909,2.009
98,11.183,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-4.179,9.824,59.916,60.881,13.832,0.018,1.598,3.192,0.000,1.551,-0.045,1.947,1.658,-0.535,1.763,1.498,-0.525,1.748,1.636,-0.910,2.035,1.470,-0.909,2.008
99,11.284,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.398,9.964,59.956,61.005,13.946,0.009,1.734,3.649,0.000,1.552,-0.045,1.946,1.651,-0.536,1.762,1.496,-0.525,1.746,1.637,-0.910,2.035,1.468,-0.909,2.006
100,11.395,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.461,9.825,59.206,60.188,13.659,0.016,1.645,3.930,0.000,1.552,-0.041,1.947,1.650,-0.533,1.765,1.493,-0.522,1.749,1.637,-0.909,2.036,1.466,-0.908,2.005
101,11.516,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.877,9.395,58.150,59.171,12.852,0.040,1.740,3.281,0.000,1.549,-0.034,1.949,1.651,-0.526,1.771,1.492,-0.517,1.757,1.637,-0.906,2.038,1.465,-0.904,2.012
102,11.617,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.865,7.763,55.788,56.597,11.870,0.067,1.440,2.695,0.000,1.547,-0.019,1.954,1.655,-0.514,1.784,1.486,-0.507,1.771,1.637,-0.900,2.040,1.465,-0.899,2.017
103,11.728,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.871,6.219,50.548,51.302,10.826,0.083,1.481,2.246,0.000,1.545,0.007,1.961,1.656,-0.494,1.806,1.481,-0.488,1.794,1.638,-0.894,2.041,1.466,-0.893,2.020
104,11.839,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.522,5.430,42.504,42.926,10.156,0.060,0.987,1.715,0.000,1.543,0.040,1.968,1.655,-0.470,1.839,1.478,-0.466,1.829,1.640,-0.888,2.038,1.467,-0.888,2.021
105,11.941,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.262,5.258,32.649,32.994,10.312,0.086,1.052,0.694,0.000,1.539,0.073,1.977,1.654,-0.445,1.881,1.476,-0.443,1.876,1.641,-0.882,2.039,1.466,-0.881,2.030
106,12.051,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.774,4.083,20.524,19.327,11.408,0.052,6.005,0.153,0.000,1.537,0.103,1.984,1.647,-0.424,1.939,1.469,-0.423,1.942,1.642,-0.874,2.052,1.462,-0.875,2.047
107,12.151,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.754,3.030,11.125,11.128,12.923,0.021,0.025,1.401,0.000,1.536,0.123,1.987,1.643,-0.407,1.982,1.464,-0.406,1.974,1.644,-0.865,2.058,1.462,-0.866,2.041
108,12.263,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.315,1.251,8.631,8.548,14.486,0.012,0.965,0.810,0.000,1.537,0.134,1.990,1.644,-0.396,1.977,1.457,-0.395,1.971,1.649,-0.857,2.027,1.463,-0.857,2.015
109,12.374,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.169,1.060,7.632,7.246,16.045,0.027,5.198,0.764,0.000,1.537,0.135,1.993,1.645,-0.394,1.977,1.459,-0.394,1.972,1.652,-0.857,2.015,1.469,-0.856,2.004
110,12.475,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.167,1.120,7.825,7.187,17.566,0.023,8.504,0.767,0.000,1.537,0.134,1.994,1.644,-0.395,1.978,1.460,-0.395,1.974,1.652,-0.858,2.017,1.471,-0.858,2.006
111,12.586,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.127,1.219,7.986,7.474,18.993,0.019,6.632,0.459,0.000,1.537,0.131,1.997,1.644,-0.398,1.979,1.462,-0.398,1.977,1.652,-0.861,2.018,1.473,-0.861,2.010
112,12.686,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.157,1.225,8.106,7.576,20.207,0.007,6.762,0.513,0.000,1.537,0.130,1.997,1.644,-0.400,1.979,1.462,-0.399,1.977,1.652,-0.862,2.020,1.473,-0.862,2.012
113,12.797,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.133,1.149,8.156,7.573,20.985,0.024,7.420,0.673,0.000,1.537,0.129,1.996,1.644,-0.400,1.979,1.461,-0.400,1.977,1.652,-0.862,2.021,1.473,-0.862,2.012
114,12.897,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.151,1.079,8.419,7.674,21.178,0.031,9.265,1.006,0.000,1.536,0.129,1.993,1.644,-0.400,1.978,1.460,-0.400,1.976,1.652,-0.862,2.025,1.472,-0.862,2.013
115,13.010,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.226,1.094,8.658,8.169,20.783,0.019,5.812,0.871,0.000,1.536,0.128,1.991,1.643,-0.402,1.978,1.459,-0.401,1.976,1.651,-0.863,2.028,1.471,-0.863,2.019
116,13.121,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.199,2.597,9.316,9.179,19.749,0.010,1.481,0.852,0.000,1.536,0.125,1.988,1.642,-0.405,1.978,1.467,-0.404,1.976,1.649,-0.865,2.037,1.474,-0.865,2.028
117,13.244,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.434,2.358,10.202,10.646,17.737,0.017,4.257,0.822,0.000,1.535,0.120,1.986,1.641,-0.410,1.979,1.465,-0.409,1.975,1.647,-0.869,2.048,1.472,-0.868,2.040
118,13.344,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.730,2.596,13.455,14.979,15.576,0.030,10.721,1.428,0.000,1.534,0.114,1.984,1.641,-0.415,1.965,1.465,-0.413,1.956,1.645,-0.871,2.050,1.473,-0.870,2.038
119,13.454,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.921,2.422,20.477,20.724,13.041,0.017,1.198,0.939,0.000,1.534,0.105,1.983,1.645,-0.422,1.932,1.464,-0.420,1.930,1.644,-0.873,2.042,1.474,-0.872,2.035
120,13.555,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.627,2.082,28.559,27.694,10.413,0.019,3.078,1.293,0.000,1.533,0.089,1.982,1.650,-0.432,1.899,1.462,-0.431,1.898,1.644,-0.875,2.038,1.474,-0.876,2.028
121,13.677,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.843,1.692,36.701,36.002,7.589,0.016,1.924,0.853,0.000,1.532,0.065,1.984,1.658,-0.448,1.866,1.459,-0.447,1.865,1.642,-0.881,2.033,1.470,-0.882,2.026
122,13.788,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-7.081,2.262,43.544,43.071,5.976,0.010,1.093,0.828,0.000,1.532,0.039,1.986,1.663,-0.465,1.840,1.460,-0.464,1.837,1.642,-0.888,2.030,1.467,-0.889,2.023
123,13.911,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-7.257,3.448,48.971,48.320,5.190,0.016,1.338,1.265,0.000,1.532,0.016,1.986,1.664,-0.480,1.820,1.463,-0.478,1.816,1.642,-0.893,2.031,1.464,-0.895,2.020
124,14.022,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-7.612,4.964,51.495,50.952,5.192,0.018,1.061,1.335,0.000,1.533,0.005,1.984,1.665,-0.488,1.811,1.468,-0.486,1.806,1.641,-0.896,2.032,1.461,-0.898,2.019
125,14.122,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-7.253,6.052,52.789,52.327,5.390,0.029,0.879,1.212,0.000,1.533,-0.001,1.982,1.666,-0.493,1.806,1.473,-0.490,1.799,1.640,-0.897,2.032,1.458,-0.899,2.019
126,14.234,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-6.224,6.905,53.031,52.888,5.710,0.037,0.270,1.060,0.000,1.533,-0.004,1.979,1.664,-0.496,1.803,1.476,-0.493,1.796,1.641,-0.899,2.031,1.457,-0.900,2.018
127,14.356,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-4.902,7.118,52.601,53.008,6.213,0.023,0.772,0.558,0.000,1.533,-0.004,1.975,1.660,-0.497,1.800,1.478,-0.494,1.794,1.643,-0.900,2.028,1.458,-0.899,2.019
128,14.467,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.076,6.923,52.961,53.389,6.642,0.038,0.805,0.658,0.000,1.533,-0.005,1.971,1.661,-0.499,1.799,1.479,-0.495,1.792,1.642,-0.900,2.031,1.460,-0.899,2.020
129,14.568,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-6.009,7.122,53.818,54.318,7.071,0.037,0.925,0.806,0.000,1.534,-0.008,1.967,1.664,-0.502,1.796,1.480,-0.498,1.788,1.641,-0.899,2.035,1.461,-0.897,2.024
130,14.680,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-6.061,7.778,55.307,56.119,7.559,0.035,1.459,0.741,0.000,1.534,-0.013,1.964,1.664,-0.506,1.791,1.484,-0.502,1.782,1.641,-0.898,2.038,1.463,-0.895,2.028
131,14.791,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.280,9.013,57.355,58.419,8.223,0.042,1.839,1.005,0.000,1.535,-0.023,1.961,1.661,-0.514,1.782,1.488,-0.509,1.773,1.642,-0.900,2.040,1.464,-0.896,2.028
132,14.891,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.571,9.355,58.205,59.230,8.998,0.004,1.746,1.367,0.000,1.536,-0.028,1.959,1.656,-0.518,1.778,1.489,-0.512,1.769,1.644,-0.900,2.040,1.465,-0.897,2.025
133,15.003,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.471,9.001,58.642,59.680,9.504,0.024,1.755,1.431,0.000,1.536,-0.029,1.962,1.655,-0.518,1.778,1.488,-0.511,1.768,1.644,-0.900,2.041,1.464,-0.897,2.026
134,15.103,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.663,8.267,57.148,58.321,9.671,0.038,2.033,1.213,0.000,1.535,-0.022,1.964,1.656,-0.512,1.785,1.485,-0.507,1.775,1.643,-0.899,2.041,1.463,-0.895,2.027
135,15.213,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.540,6.225,52.658,53.549,9.580,0.060,1.678,1.132,0.000,1.534,-0.001,1.970,1.656,-0.497,1.803,1.477,-0.492,1.792,1.643,-0.896,2.039,1.463,-0.893,2.025
136,15.314,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.721,4.111,46.491,46.873,9.353,0.097,0.819,0.835,0.000,1.535,0.027,1.975,1.656,-0.477,1.828,1.470,-0.474,1.819,1.643,-0.890,2.038,1.463,-0.889,2.026
137,15.426,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.111,3.976,37.604,37.382,9.240,0.043,0.592,0.407,0.000,1.536,0.060,1.981,1.653,-0.453,1.864,1.468,-0.452,1.861,1.642,-0.883,2.038,1.462,-0.884,2.030
138,15.537,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.937,3.909,28.342,26.901,9.352,0.031,5.217,0.123,0.000,1.536,0.088,1.986,1.651,-0.433,1.904,1.467,-0.434,1.908,1.640,-0.877,2.041,1.461,-0.879,2.037
139,15.637,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.132,2.395,18.882,14.870,9.662,0.056,23.772,0.000,0.651,1.535,0.108,1.991,1.647,-0.420,1.948,1.460,-0.421,1.966,1.640,-0.872,2.050,1.460,-0.877,2.053
140,15.749,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.799,2.318,11.150,10.967,10.311,0.059,1.653,1.502,0.000,1.536,0.121,1.996,1.642,-0.408,1.984,1.461,-0.408,1.978,1.643,-0.867,2.055,1.463,-0.868,2.039
141,15.871,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.335,2.449,9.346,8.920,11.713,0.050,4.660,1.327,0.000,1.537,0.126,2.001,1.643,-0.403,1.982,1.465,-0.402,1.978,1.648,-0.864,2.032,1.470,-0.864,2.018
142,15.983,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.301,0.948,7.858,7.556,13.268,0.027,3.910,0.666,0.000,1.537,0.127,2.005,1.645,-0.402,1.981,1.457,-0.402,1.979,1.652,-0.865,2.015,1.467,-0.865,2.007
143,16.084,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.464,0.803,7.312,6.754,14.767,0.024,7.926,0.554,0.000,1.535,0.127,2.006,1.645,-0.402,1.982,1.456,-0.402,1.979,1.653,-0.865,2.009,1.467,-0.865,2.001
144,16.195,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.534,0.530,7.240,8.660,16.121,0.005,17.861,1.492,0.000,1.534,0.126,2.007,1.645,-0.403,1.982,1.454,-0.401,1.967,1.653,-0.866,2.009,1.466,-0.865,1.991
145,16.316,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.535,0.218,7.291,10.647,17.428,0.010,37.415,2.224,0.000,1.534,0.126,2.007,1.645,-0.402,1.983,1.451,-0.400,1.956,1.653,-0.865,2.009,1.463,-0.863,1.984
146,16.428,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.562,0.174,7.344,10.363,18.161,0.013,34.102,1.921,0.000,1.533,0.127,2.007,1.645,-0.401,1.983,1.451,-0.399,1.958,1.653,-0.864,2.010,1.462,-0.862,1.988
147,16.528,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.565,0.161,7.397,9.534,18.431,0.015,25.249,1.569,0.000,1.533,0.128,2.006,1.645,-0.401,1.983,1.450,-0.399,1.963,1.654,-0.864,2.011,1.462,-0.862,1.992
148,16.639,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.585,0.265,7.413,7.525,18.153,0.010,1.501,0.620,0.000,1.532,0.129,2.005,1.645,-0.400,1.983,1.450,-0.400,1.976,1.654,-0.863,2.012,1.462,-0.863,2.001
149,16.740,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.612,0.310,7.465,6.821,17.221,0.012,9.016,0.351,0.000,1.532,0.129,2.004,1.645,-0.400,1.982,1.450,-0.400,1.980,1.654,-0.863,2.013,1.462,-0.863,2.005
150,16.851,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.596,0.317,7.470,6.858,15.659,0.017,8.543,0.393,0.000,1.532,0.129,2.002,1.645,-0.400,1.982,1.450,-0.400,1.979,1.654,-0.863,2.013,1.462,-0.863,2.005
151,16.963,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.586,0.301,7.489,6.874,13.754,0.016,8.565,0.475,0.000,1.532,0.129,2.000,1.645,-0.400,1.981,1.451,-0.400,1.978,1.654,-0.863,2.014,1.463,-0.863,2.005
152,17.085,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.575,0.301,7.560,6.893,11.124,0.012,9.233,0.579,0.000,1.532,0.129,1.999,1.645,-0.400,1.980,1.451,-0.399,1.977,1.654,-0.862,2.015,1.463,-0.862,2.005
153,17.185,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.577,0.316,7.564,6.898,9.026,0.019,9.210,0.565,0.000,1.533,0.130,1.997,1.645,-0.399,1.980,1.451,-0.399,1.976,1.653,-0.862,2.015,1.463,-0.862,2.005
154,17.297,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.562,0.332,7.543,6.903,7.226,0.008,8.853,0.534,0.000,1.533,0.130,1.996,1.645,-0.399,1.979,1.451,-0.399,1.976,1.653,-0.862,2.015,1.463,-0.862,2.005
155,17.397,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.505,0.312,7.525,6.911,5.908,0.017,8.498,0.543,0.000,1.534,0.130,1.995,1.645,-0.399,1.978,1.452,-0.399,1.975,1.653,-0.862,2.015,1.463,-0.862,2.005
156,17.508,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.454,0.254,7.494,6.873,5.130,0.015,8.648,0.580,0.000,1.535,0.131,1.994,1.646,-0.398,1.978,1.452,-0.398,1.975,1.653,-0.861,2.014,1.463,-0.861,2.005
157,17.609,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.410,0.226,7.449,6.857,4.926,0.013,8.269,0.561,0.000,1.536,0.131,1.993,1.646,-0.398,1.977,1.453,-0.398,1.974,1.653,-0.861,2.014,1.464,-0.861,2.005
158,17.719,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.382,0.203,7.432,6.815,5.199,0.004,8.653,0.590,0.000,1.537,0.131,1.993,1.646,-0.398,1.977,1.453,-0.398,1.974,1.653,-0.861,2.014,1.464,-0.861,2.004
159,17.820,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.352,0.195,7.407,6.809,5.575,0.011,8.416,0.575,0.000,1.538,0.132,1.992,1.647,-0.398,1.977,1.453,-0.398,1.974,1.654,-0.860,2.014,1.464,-0.860,2.005
160,17.931,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.348,0.167,7.409,6.776,5.854,0.007,8.926,0.641,0.000,1.538,0.131,1.992,1.647,-0.399,1.977,1.453,-0.398,1.974,1.653,-0.861,2.014,1.464,-0.861,2.004
161,18.032,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.324,0.134,7.401,6.772,6.031,0.009,8.865,0.652,0.000,1.539,0.130,1.992,1.647,-0.399,1.977,1.453,-0.399,1.974,1.653,-0.862,2.014,1.464,-0.862,2.004
162,18.143,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.337,0.120,7.419,6.786,6.055,0.005,8.910,0.691,0.000,1.539,0.129,1.993,1.647,-0.400,1.977,1.453,-0.400,1.974,1.653,-0.863,2.014,1.463,-0.863,2.004
163,18.244,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.354,0.133,7.433,6.790,5.886,0.008,9.035,0.675,0.000,1.539,0.128,1.993,1.647,-0.401,1.977,1.453,-0.401,1.974,1.653,-0.864,2.014,1.463,-0.864,2.004
164,18.366,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.388,0.138,7.466,6.831,5.465,0.010,8.884,0.639,0.000,1.539,0.127,1.993,1.647,-0.402,1.977,1.453,-0.402,1.975,1.653,-0.864,2.014,1.463,-0.865,2.005
165,18.477,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.375,0.125,7.493,6.891,5.007,0.006,8.380,0.618,0.000,1.539,0.126,1.994,1.647,-0.403,1.977,1.453,-0.403,1.975,1.653,-0.865,2.015,1.463,-0.866,2.006
166,18.589,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.366,0.128,7.567,7.799,4.521,0.009,3.022,0.963,0.000,1.539,0.125,1.994,1.647,-0.404,1.978,1.454,-0.404,1.971,1.653,-0.867,2.015,1.463,-0.867,2.004
167,18.711,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.367,0.127,7.754,8.972,3.941,0.010,14.559,1.386,0.000,1.540,0.124,1.995,1.647,-0.406,1.978,1.454,-0.405,1.965,1.653,-0.868,2.018,1.463,-0.867,2.002
168,18.823,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.392,0.183,8.049,8.824,3.483,0.006,9.188,1.329,0.000,1.540,0.124,1.995,1.647,-0.405,1.979,1.454,-0.405,1.968,1.652,-0.867,2.021,1.463,-0.867,2.006
169,18.934,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.377,0.181,8.192,8.712,3.079,0.012,6.145,1.372,0.000,1.540,0.124,1.994,1.647,-0.405,1.979,1.454,-0.405,1.969,1.652,-0.867,2.023,1.463,-0.867,2.008
170,19.046,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.407,0.237,8.441,7.664,2.711,0.012,9.654,0.931,0.000,1.541,0.126,1.993,1.647,-0.404,1.979,1.454,-0.404,1.976,1.651,-0.865,2.027,1.463,-0.866,2.015
171,19.157,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.456,0.274,8.942,8.370,2.455,0.020,6.611,0.660,0.000,1.542,0.126,1.992,1.647,-0.404,1.980,1.455,-0.403,1.977,1.650,-0.864,2.033,1.461,-0.865,2.024
172,19.279,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.584,0.898,10.120,9.874,2.358,0.015,2.462,0.476,0.000,1.544,0.124,1.991,1.647,-0.406,1.982,1.459,-0.406,1.980,1.647,-0.866,2.048,1.464,-0.866,2.041
173,19.392,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.886,0.416,11.585,15.044,2.481,0.017,25.977,2.187,0.000,1.545,0.118,1.990,1.647,-0.412,1.985,1.459,-0.410,1.960,1.643,-0.869,2.066,1.467,-0.867,2.044
174,19.503,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.790,-0.827,20.866,22.960,2.661,0.018,9.560,1.076,0.000,1.545,0.105,1.991,1.653,-0.422,1.942,1.456,-0.419,1.928,1.640,-0.872,2.054,1.469,-0.869,2.043
175,19.624,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.243,-2.036,30.014,31.217,2.827,0.020,3.932,0.574,0.000,1.546,0.085,1.992,1.663,-0.435,1.902,1.451,-0.433,1.892,1.639,-0.876,2.043,1.468,-0.873,2.036
176,19.726,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.613,-2.734,37.745,38.826,3.023,0.011,2.823,0.381,0.000,1.547,0.062,1.991,1.666,-0.450,1.869,1.448,-0.448,1.861,1.641,-0.882,2.038,1.466,-0.879,2.033
177,19.838,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.737,-0.854,43.359,44.327,3.340,0.034,2.208,0.396,0.000,1.548,0.041,1.988,1.660,-0.464,1.845,1.456,-0.462,1.838,1.642,-0.886,2.038,1.464,-0.883,2.033
178,19.959,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.323,1.315,48.540,49.524,3.970,0.032,2.007,0.329,0.000,1.547,0.020,1.984,1.659,-0.479,1.825,1.465,-0.476,1.816,1.641,-0.890,2.039,1.463,-0.887,2.033
179,20.071,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-4.159,1.382,51.403,52.115,4.736,0.026,1.376,0.529,0.000,1.546,0.008,1.980,1.662,-0.488,1.814,1.468,-0.485,1.804,1.639,-0.892,2.041,1.465,-0.890,2.031
180,20.181,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.843,1.752,52.571,53.236,5.529,0.025,1.259,0.386,0.000,1.546,0.002,1.979,1.662,-0.492,1.809,1.472,-0.489,1.800,1.639,-0.894,2.041,1.468,-0.891,2.032
181,20.283,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.598,1.944,52.521,53.263,5.970,0.003,1.403,0.000,0.044,1.546,0.000,1.980,1.662,-0.493,1.808,1.475,-0.491,1.799,1.639,-0.896,2.036,1.472,-0.893,2.030
182,20.393,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.292,2.111,51.671,52.180,6.202,0.015,0.979,0.000,0.122,1.546,0.003,1.981,1.661,-0.491,1.810,1.477,-0.489,1.803,1.639,-0.897,2.034,1.474,-0.894,2.028
183,20.493,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.431,2.444,51.555,52.014,6.182,0.024,0.886,0.000,0.146,1.546,0.004,1.983,1.659,-0.490,1.811,1.479,-0.488,1.804,1.639,-0.896,2.034,1.475,-0.894,2.028
184,20.606,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.384,4.260,52.422,53.031,5.947,0.012,1.155,0.000,0.184,1.546,0.001,1.986,1.652,-0.491,1.809,1.486,-0.489,1.803,1.641,-0.896,2.035,1.473,-0.894,2.029
185,20.717,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,7.841,13.075,53.449,54.834,5.595,0.026,2.558,0.000,0.340,1.546,-0.002,1.988,1.625,-0.492,1.808,1.515,-0.489,1.804,1.645,-0.896,2.036,1.467,-0.891,2.031
186,20.839,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,18.691,25.522,55.501,57.961,5.171,0.026,4.337,0.000,0.153,1.546,-0.009,1.992,1.589,-0.495,1.809,1.558,-0.488,1.810,1.650,-0.895,2.036,1.462,-0.888,2.029
187,20.951,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,19.047,26.546,56.627,59.388,5.004,0.038,4.760,0.257,0.000,1.548,-0.013,1.993,1.588,-0.497,1.806,1.562,-0.490,1.805,1.650,-0.896,2.036,1.464,-0.888,2.026
