sample,elapsed_s,mark,calibratorCalibrated,ikCalibrated,trackingAssigned,mappingCalibrated,simulatedInput,dataSource,leftAvailable,rightAvailable,leftFallback,rightFallback,leftValgus_deg,rightValgus_deg,leftFlex_deg,rightFlex_deg,swayRMS_mm,swayVelocity_mps,symmetry_pct,leftReach_pct,rightReach_pct,pelvis_x,pelvis_y,pelvis_z,leftKnee_x,leftKnee_y,leftKnee_z,rightKnee_x,rightKnee_y,rightKnee_z,leftAnkle_x,leftAnkle_y,leftAnkle_z,rightAnkle_x,rightAnkle_y,rightAnkle_z
1350,149.436,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-110.212,15.605,106.999,28.947,98.890,0.135,114.828,66.803,0.000,1.404,0.081,1.885,1.561,-0.445,1.919,1.507,-0.405,1.778,1.104,-0.363,2.108,1.526,-0.864,1.843
1351,149.548,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-118.424,15.407,107.884,26.945,108.284,0.113,120.062,80.359,0.000,1.393,0.087,1.875,1.624,-0.424,1.918,1.499,-0.403,1.791,1.261,-0.380,2.241,1.518,-0.862,1.855
1352,149.659,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,137.100,14.356,109.652,24.118,116.774,0.030,127.882,80.649,0.000,1.390,0.094,1.870,1.654,-0.406,1.908,1.492,-0.400,1.802,1.487,-0.310,2.336,1.513,-0.860,1.858
1353,149.772,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,80.472,13.909,101.648,20.224,122.289,0.164,133.622,60.884,0.000,1.401,0.104,1.868,1.676,-0.390,1.855,1.489,-0.396,1.814,1.643,-0.362,2.317,1.516,-0.858,1.852
1354,149.882,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,20.894,14.240,72.342,17.531,123.948,0.215,121.974,33.949,0.000,1.422,0.113,1.868,1.681,-0.379,1.807,1.493,-0.392,1.827,1.702,-0.618,2.205,1.518,-0.855,1.847
1355,149.993,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.610,3.947,31.972,12.928,122.028,0.286,84.826,13.463,0.000,1.447,0.121,1.869,1.696,-0.384,1.864,1.452,-0.397,1.790,1.730,-0.810,2.046,1.484,-0.860,1.818
1356,150.116,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-13.743,3.646,19.318,18.384,116.619,0.423,4.954,8.403,0.000,1.491,0.115,1.882,1.730,-0.395,1.914,1.479,-0.399,1.763,1.736,-0.855,1.973,1.482,-0.861,1.795
1357,150.227,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-4.485,16.356,11.899,24.163,108.538,0.517,68.019,4.842,0.000,1.543,0.117,1.901,1.693,-0.409,1.904,1.562,-0.396,1.808,1.689,-0.871,1.945,1.503,-0.856,1.832
1358,150.339,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.646,11.257,8.694,27.650,100.176,0.495,104.311,5.064,0.000,1.596,0.118,1.920,1.708,-0.410,1.912,1.559,-0.391,1.776,1.682,-0.873,1.928,1.476,-0.846,1.820
1359,150.461,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.819,-2.637,12.179,47.990,92.577,0.283,119.034,0.000,12.108,1.627,0.111,1.944,1.724,-0.414,1.903,1.545,-0.389,1.766,1.674,-0.875,1.917,1.483,-0.800,1.973
1360,150.572,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.720,-23.974,13.090,73.844,90.205,0.189,139.770,0.000,43.853,1.644,0.106,1.960,1.735,-0.415,1.897,1.562,-0.405,1.815,1.679,-0.876,1.898,1.565,-0.653,2.207
1361,150.684,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.527,-83.106,13.592,90.623,92.824,0.132,147.831,0.000,71.956,1.655,0.104,1.972,1.743,-0.415,1.895,1.594,-0.424,1.932,1.685,-0.876,1.890,1.710,-0.437,2.383
1362,150.796,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.784,-102.865,11.967,95.125,99.637,0.132,155.303,0.000,76.136,1.664,0.105,1.980,1.740,-0.415,1.913,1.634,-0.419,2.011,1.680,-0.876,1.909,1.813,-0.313,2.432
1363,150.907,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.302,-102.133,11.143,94.365,108.394,0.106,157.756,0.000,74.611,1.673,0.105,1.987,1.735,-0.417,1.924,1.651,-0.418,2.019,1.669,-0.877,1.927,1.841,-0.317,2.438
1364,151.018,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.284,-85.095,7.159,90.415,116.517,0.074,170.653,0.000,67.056,1.681,0.108,1.991,1.727,-0.416,1.952,1.647,-0.418,1.974,1.662,-0.877,1.956,1.806,-0.408,2.415
1365,151.130,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.663,-18.825,6.008,80.969,122.950,0.023,172.369,0.000,53.705,1.686,0.111,1.993,1.727,-0.414,1.956,1.640,-0.408,1.909,1.665,-0.875,1.960,1.704,-0.561,2.344
1366,151.242,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.528,9.105,5.772,58.418,126.857,0.091,164.032,0.000,27.492,1.681,0.116,1.992,1.725,-0.410,1.954,1.602,-0.396,1.873,1.668,-0.871,1.958,1.565,-0.739,2.184
1367,151.364,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.706,11.798,6.097,32.053,126.973,0.218,136.077,0.000,3.110,1.662,0.117,1.991,1.719,-0.409,1.955,1.569,-0.396,1.873,1.672,-0.871,1.962,1.478,-0.838,1.987
1368,151.475,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.120,8.656,6.453,24.008,122.820,0.333,115.259,3.747,0.000,1.634,0.118,1.989,1.709,-0.410,1.956,1.538,-0.395,1.869,1.675,-0.873,1.966,1.463,-0.851,1.922
1369,151.587,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.431,6.511,7.092,20.990,114.774,0.401,98.986,3.369,0.000,1.597,0.117,1.987,1.696,-0.411,1.957,1.510,-0.400,1.880,1.683,-0.875,1.973,1.459,-0.859,1.930
1370,151.698,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.706,0.346,10.290,20.323,103.817,0.366,65.545,3.805,0.000,1.556,0.113,1.984,1.684,-0.413,1.942,1.461,-0.402,1.870,1.695,-0.876,1.970,1.450,-0.863,1.919
1371,151.808,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.862,0.141,15.101,19.141,92.476,0.591,23.595,6.715,0.000,1.512,0.110,1.978,1.688,-0.411,1.937,1.449,-0.405,1.863,1.708,-0.872,1.990,1.467,-0.867,1.902
1372,151.920,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-8.881,0.614,19.538,15.319,83.613,0.264,24.209,6.743,0.000,1.477,0.116,1.972,1.678,-0.401,1.935,1.439,-0.403,1.878,1.691,-0.859,2.007,1.476,-0.864,1.911
1373,152.032,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-11.869,1.280,20.256,12.789,79.154,0.214,45.190,3.139,0.000,1.454,0.119,1.969,1.669,-0.394,1.933,1.430,-0.401,1.891,1.670,-0.855,1.988,1.475,-0.862,1.922
1374,152.143,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-12.050,1.855,17.608,12.252,81.071,0.101,35.874,1.443,0.000,1.437,0.119,1.966,1.659,-0.395,1.944,1.425,-0.401,1.894,1.669,-0.857,1.981,1.474,-0.861,1.926
1375,152.254,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-12.705,2.190,17.189,12.719,87.917,0.107,29.891,0.253,0.000,1.425,0.117,1.964,1.658,-0.394,1.948,1.422,-0.401,1.891,1.677,-0.857,1.975,1.476,-0.861,1.926
1376,152.367,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-12.922,2.483,17.296,13.076,96.126,0.089,27.790,0.000,0.383,1.415,0.115,1.963,1.656,-0.394,1.948,1.419,-0.402,1.890,1.680,-0.856,1.974,1.476,-0.862,1.928
1377,152.477,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-14.341,2.690,19.140,14.165,103.555,0.079,29.872,0.000,0.813,1.406,0.112,1.963,1.662,-0.392,1.944,1.418,-0.403,1.885,1.687,-0.855,1.970,1.478,-0.862,1.926
1378,152.588,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-14.879,2.886,20.018,14.223,109.518,0.080,33.843,0.000,1.102,1.398,0.110,1.961,1.661,-0.392,1.942,1.416,-0.404,1.885,1.689,-0.854,1.971,1.479,-0.863,1.927
1379,152.711,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-15.093,2.996,20.570,14.454,113.663,0.067,34.929,0.000,1.374,1.391,0.108,1.960,1.660,-0.391,1.940,1.414,-0.405,1.883,1.690,-0.853,1.971,1.481,-0.863,1.928
1380,152.822,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-15.695,3.152,21.385,14.991,115.861,0.070,35.156,0.000,1.683,1.384,0.105,1.958,1.661,-0.391,1.938,1.413,-0.407,1.880,1.693,-0.853,1.970,1.482,-0.864,1.927
1381,152.933,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-15.868,3.256,21.598,15.248,115.692,0.041,34.469,0.000,2.065,1.379,0.103,1.957,1.661,-0.391,1.937,1.411,-0.408,1.879,1.696,-0.853,1.969,1.482,-0.865,1.928
1382,153.045,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-15.978,3.368,21.721,15.246,112.792,0.040,35.034,0.000,2.278,1.374,0.102,1.956,1.659,-0.391,1.937,1.410,-0.408,1.880,1.696,-0.853,1.970,1.482,-0.865,1.930
1383,153.157,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-15.977,12.015,21.933,17.477,106.739,0.016,22.614,0.000,3.516,1.372,0.102,1.957,1.658,-0.391,1.936,1.453,-0.398,1.909,1.696,-0.853,1.971,1.510,-0.858,1.951
1384,153.269,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-15.299,3.461,21.165,14.538,97.683,0.014,37.127,0.000,2.120,1.369,0.102,1.957,1.652,-0.392,1.938,1.406,-0.408,1.885,1.693,-0.853,1.973,1.481,-0.865,1.933
1385,153.380,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-14.646,3.447,20.183,13.552,86.091,0.001,39.310,0.000,2.214,1.368,0.104,1.957,1.647,-0.392,1.941,1.404,-0.408,1.891,1.691,-0.853,1.974,1.481,-0.864,1.938
1386,153.490,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-14.207,3.428,19.477,12.929,72.892,0.003,40.410,0.000,2.418,1.368,0.104,1.957,1.644,-0.393,1.942,1.402,-0.408,1.896,1.690,-0.854,1.975,1.480,-0.864,1.941
1387,153.592,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-14.256,3.462,19.505,12.874,62.001,0.006,40.960,0.000,2.525,1.367,0.104,1.957,1.644,-0.393,1.942,1.402,-0.408,1.896,1.690,-0.853,1.975,1.480,-0.864,1.942
1388,153.703,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-13.462,3.340,19.032,12.615,49.343,0.009,40.556,0.000,2.024,1.366,0.104,1.956,1.641,-0.393,1.942,1.401,-0.408,1.896,1.692,-0.853,1.978,1.481,-0.864,1.940
1389,153.813,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-11.415,3.238,17.783,10.811,38.369,0.047,48.767,0.000,1.749,1.369,0.108,1.956,1.633,-0.394,1.942,1.399,-0.406,1.907,1.688,-0.853,1.985,1.479,-0.863,1.947
1390,153.926,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-11.417,2.990,20.850,11.009,30.199,0.118,61.776,0.900,0.000,1.378,0.110,1.958,1.631,-0.395,1.933,1.402,-0.406,1.906,1.668,-0.853,1.999,1.479,-0.862,1.945
1391,154.037,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-10.242,2.640,22.655,12.458,24.064,0.161,58.083,3.449,0.000,1.391,0.110,1.959,1.635,-0.396,1.925,1.408,-0.405,1.896,1.670,-0.851,2.010,1.480,-0.863,1.937
1392,154.137,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-8.540,2.267,20.934,13.575,19.863,0.140,42.651,2.979,0.000,1.407,0.111,1.961,1.645,-0.396,1.921,1.414,-0.405,1.889,1.691,-0.851,1.999,1.479,-0.863,1.930
1393,154.248,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.494,1.847,18.700,15.497,18.793,0.252,18.737,4.116,0.000,1.433,0.112,1.963,1.649,-0.401,1.921,1.423,-0.404,1.878,1.701,-0.857,1.996,1.477,-0.864,1.921
1394,154.360,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.111,1.375,16.851,17.294,23.117,0.322,2.599,7.069,0.000,1.466,0.112,1.966,1.655,-0.407,1.933,1.434,-0.404,1.868,1.688,-0.864,2.006,1.471,-0.865,1.912
1395,154.471,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.335,1.167,14.232,19.039,32.319,0.271,28.898,7.128,0.000,1.501,0.112,1.969,1.667,-0.411,1.938,1.444,-0.404,1.860,1.681,-0.872,1.994,1.460,-0.865,1.904
1396,154.593,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.706,0.968,10.263,19.546,46.719,0.362,62.283,5.040,0.000,1.544,0.115,1.974,1.663,-0.412,1.938,1.455,-0.401,1.863,1.664,-0.875,1.972,1.445,-0.863,1.908
1397,154.704,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.635,9.044,8.840,22.316,59.906,0.263,86.509,3.589,0.000,1.575,0.115,1.980,1.672,-0.413,1.942,1.511,-0.401,1.872,1.655,-0.876,1.965,1.464,-0.860,1.922
1398,154.818,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.569,4.621,9.393,24.474,72.063,0.087,89.063,0.930,0.000,1.591,0.113,1.984,1.677,-0.414,1.941,1.509,-0.402,1.874,1.651,-0.877,1.964,1.483,-0.859,1.951
1399,154.928,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.438,4.940,12.054,23.254,81.676,0.033,63.440,0.000,0.822,1.594,0.109,1.986,1.679,-0.416,1.924,1.523,-0.407,1.883,1.654,-0.878,1.952,1.507,-0.865,1.956
1400,155.038,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.347,-0.153,13.446,21.203,88.080,0.027,44.776,0.799,0.000,1.588,0.108,1.985,1.679,-0.416,1.916,1.493,-0.408,1.878,1.659,-0.878,1.948,1.494,-0.868,1.936
1401,155.139,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.338,-0.141,13.058,19.687,91.924,0.089,40.491,2.486,0.000,1.581,0.109,1.984,1.677,-0.415,1.918,1.491,-0.407,1.877,1.662,-0.878,1.950,1.496,-0.868,1.923
1402,155.251,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.466,-0.034,13.326,19.365,93.457,0.089,36.949,2.489,0.000,1.574,0.110,1.983,1.675,-0.415,1.917,1.489,-0.407,1.877,1.664,-0.877,1.950,1.498,-0.868,1.922
1403,155.351,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.524,0.040,13.030,18.891,93.015,0.074,36.723,2.332,0.000,1.566,0.111,1.981,1.673,-0.414,1.919,1.488,-0.406,1.879,1.666,-0.877,1.953,1.502,-0.868,1.924
1404,155.463,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.469,0.099,12.998,18.824,90.881,0.032,36.616,1.801,0.000,1.562,0.111,1.980,1.672,-0.414,1.920,1.488,-0.407,1.882,1.668,-0.876,1.956,1.504,-0.868,1.932
1405,155.574,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.501,0.152,13.555,19.073,87.074,0.032,33.825,1.596,0.000,1.559,0.110,1.977,1.671,-0.414,1.916,1.487,-0.408,1.880,1.669,-0.877,1.955,1.505,-0.869,1.934
1406,155.684,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.478,0.182,13.191,18.821,81.508,0.029,35.172,1.677,0.000,1.558,0.111,1.973,1.670,-0.414,1.917,1.486,-0.408,1.881,1.668,-0.877,1.957,1.505,-0.869,1.937
1407,155.796,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.513,0.212,13.115,18.841,74.262,0.034,35.841,1.620,0.000,1.558,0.111,1.970,1.669,-0.415,1.915,1.485,-0.409,1.880,1.668,-0.877,1.957,1.505,-0.869,1.938
1408,155.908,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.565,0.294,12.843,18.690,65.558,0.032,37.082,1.649,0.000,1.557,0.112,1.967,1.669,-0.415,1.916,1.486,-0.409,1.879,1.667,-0.876,1.959,1.504,-0.868,1.938
1409,156.020,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.602,0.370,12.339,18.428,55.679,0.032,39.582,1.629,0.000,1.558,0.113,1.964,1.669,-0.414,1.918,1.486,-0.408,1.880,1.666,-0.876,1.961,1.504,-0.868,1.940
1410,156.131,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.537,0.398,11.232,17.763,44.942,0.027,45.053,1.797,0.000,1.558,0.114,1.961,1.669,-0.413,1.923,1.486,-0.407,1.882,1.666,-0.875,1.966,1.503,-0.867,1.943
1411,156.243,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.416,0.361,9.801,16.958,33.946,0.022,53.488,2.191,0.000,1.560,0.116,1.959,1.669,-0.412,1.930,1.486,-0.406,1.886,1.666,-0.874,1.972,1.503,-0.866,1.946
1412,156.354,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.342,0.278,9.701,16.937,24.440,0.021,54.324,2.244,0.000,1.561,0.117,1.957,1.669,-0.412,1.929,1.486,-0.407,1.885,1.666,-0.874,1.971,1.503,-0.866,1.945
1413,156.464,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.373,0.164,11.588,18.045,18.359,0.010,43.575,1.934,0.000,1.563,0.114,1.956,1.670,-0.414,1.917,1.486,-0.408,1.878,1.666,-0.875,1.962,1.503,-0.868,1.940
1414,156.577,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.432,0.152,12.815,18.803,16.340,0.005,37.881,1.653,0.000,1.563,0.112,1.955,1.671,-0.415,1.908,1.486,-0.409,1.873,1.667,-0.877,1.956,1.502,-0.869,1.937
1415,156.677,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.445,0.176,12.866,18.802,16.651,0.005,37.490,1.557,0.000,1.563,0.111,1.955,1.671,-0.415,1.907,1.487,-0.410,1.872,1.667,-0.877,1.955,1.503,-0.869,1.936
1416,156.788,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.531,0.209,13.576,19.170,16.299,0.003,34.170,1.349,0.000,1.563,0.110,1.954,1.671,-0.416,1.902,1.487,-0.411,1.869,1.667,-0.878,1.951,1.503,-0.870,1.934
1417,156.900,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.592,0.259,14.085,19.538,14.810,0.005,32.433,1.198,0.000,1.563,0.109,1.954,1.672,-0.417,1.899,1.487,-0.412,1.866,1.666,-0.878,1.949,1.502,-0.871,1.933
1418,157.010,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.641,0.239,15.013,20.237,13.256,0.004,29.643,1.023,0.000,1.563,0.107,1.953,1.672,-0.418,1.893,1.487,-0.413,1.862,1.667,-0.879,1.945,1.502,-0.872,1.930
1419,157.122,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.668,0.247,15.615,20.741,11.703,0.001,28.200,0.899,0.000,1.562,0.105,1.953,1.673,-0.419,1.889,1.487,-0.414,1.859,1.667,-0.880,1.942,1.502,-0.873,1.928
1420,157.232,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.723,0.281,15.775,20.792,10.450,0.006,27.442,0.882,0.000,1.561,0.105,1.952,1.673,-0.419,1.888,1.487,-0.414,1.858,1.667,-0.880,1.942,1.502,-0.873,1.927
1421,157.344,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.740,0.291,15.728,20.771,9.418,0.008,27.629,0.879,0.000,1.561,0.105,1.952,1.672,-0.420,1.889,1.487,-0.414,1.858,1.667,-0.880,1.943,1.502,-0.873,1.928
1422,157.456,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.722,0.303,15.379,20.533,8.395,0.009,28.706,0.892,0.000,1.561,0.106,1.951,1.672,-0.419,1.890,1.487,-0.414,1.859,1.667,-0.880,1.944,1.502,-0.872,1.929
1423,157.580,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.689,0.272,15.221,20.396,7.164,0.012,29.060,0.898,0.000,1.562,0.106,1.949,1.672,-0.419,1.890,1.487,-0.414,1.859,1.667,-0.880,1.944,1.502,-0.872,1.929
1424,157.689,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.650,0.269,14.887,20.149,6.211,0.009,30.039,0.917,0.000,1.562,0.107,1.949,1.672,-0.419,1.892,1.487,-0.413,1.860,1.667,-0.879,1.946,1.502,-0.872,1.931
1425,157.801,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.614,0.330,13.979,19.457,5.402,0.008,32.765,0.989,0.000,1.562,0.109,1.947,1.672,-0.418,1.897,1.488,-0.413,1.864,1.667,-0.878,1.950,1.502,-0.871,1.933
1426,157.902,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.552,0.346,12.878,18.700,4.762,0.014,36.872,1.106,0.000,1.562,0.111,1.946,1.672,-0.416,1.904,1.488,-0.411,1.868,1.667,-0.877,1.955,1.502,-0.870,1.937
1427,158.012,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.526,0.363,12.766,18.619,4.269,0.009,37.297,1.154,0.000,1.562,0.111,1.946,1.672,-0.416,1.905,1.488,-0.411,1.869,1.667,-0.877,1.957,1.502,-0.870,1.939
1428,158.124,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.525,0.364,12.800,18.728,3.961,0.007,37.602,1.068,0.000,1.562,0.111,1.945,1.671,-0.416,1.905,1.488,-0.411,1.869,1.667,-0.877,1.957,1.502,-0.870,1.940
1429,158.237,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.530,0.346,12.926,18.841,3.820,0.011,37.239,1.187,0.000,1.562,0.111,1.945,1.671,-0.417,1.905,1.488,-0.412,1.868,1.666,-0.877,1.958,1.502,-0.870,1.940
1430,158.347,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.453,0.341,11.859,18.197,3.781,0.006,42.171,1.468,0.000,1.562,0.113,1.945,1.671,-0.415,1.911,1.488,-0.411,1.873,1.666,-0.876,1.964,1.502,-0.869,1.944
1431,158.459,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.444,0.375,11.416,17.909,3.742,0.005,44.284,1.626,0.000,1.562,0.113,1.945,1.670,-0.415,1.914,1.487,-0.410,1.874,1.666,-0.876,1.966,1.502,-0.869,1.945
1432,158.570,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.372,0.391,10.054,17.180,3.651,0.007,52.327,1.896,0.000,1.562,0.115,1.945,1.669,-0.414,1.922,1.487,-0.409,1.879,1.666,-0.875,1.972,1.502,-0.868,1.948
1433,158.681,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.282,0.441,8.382,16.489,3.521,0.007,65.193,2.148,0.000,1.561,0.117,1.945,1.669,-0.412,1.932,1.486,-0.408,1.885,1.666,-0.874,1.978,1.501,-0.866,1.953
1434,158.792,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.124,0.474,6.418,15.416,3.343,0.012,82.422,2.167,0.000,1.560,0.120,1.945,1.668,-0.410,1.943,1.486,-0.406,1.893,1.668,-0.872,1.984,1.503,-0.865,1.960
1435,158.903,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.914,0.162,6.264,14.665,3.186,0.040,80.281,2.738,0.000,1.557,0.121,1.946,1.667,-0.409,1.942,1.483,-0.404,1.897,1.672,-0.871,1.983,1.507,-0.864,1.958
1436,159.004,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.516,-0.273,6.272,14.014,3.273,0.033,76.333,3.751,0.000,1.554,0.123,1.947,1.665,-0.407,1.941,1.480,-0.403,1.902,1.676,-0.869,1.984,1.510,-0.863,1.957
1437,159.126,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,0.069,-1.163,6.615,14.682,3.904,0.042,75.755,6.530,0.000,1.549,0.121,1.949,1.662,-0.409,1.939,1.472,-0.403,1.901,1.684,-0.869,1.989,1.515,-0.863,1.949
1438,159.226,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,0.246,-2.130,9.084,16.381,5.000,0.098,57.315,9.723,0.000,1.544,0.118,1.952,1.657,-0.412,1.932,1.462,-0.405,1.896,1.689,-0.870,1.997,1.518,-0.864,1.940
1439,159.327,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.341,-3.066,20.036,18.552,6.721,0.102,7.693,11.883,0.000,1.538,0.113,1.957,1.641,-0.414,1.889,1.452,-0.407,1.890,1.687,-0.864,1.997,1.520,-0.865,1.929
1440,159.438,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.524,-3.543,31.882,19.119,9.590,0.055,50.051,13.758,0.000,1.531,0.111,1.961,1.633,-0.409,1.846,1.445,-0.407,1.892,1.689,-0.843,2.002,1.522,-0.864,1.925
1441,159.549,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.345,-3.543,39.259,21.078,12.572,0.055,60.266,13.331,0.000,1.526,0.106,1.967,1.604,-0.406,1.819,1.438,-0.409,1.888,1.684,-0.831,1.992,1.520,-0.866,1.923
1442,159.649,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,2.139,-3.173,40.658,22.006,15.164,0.086,59.530,13.129,0.000,1.520,0.103,1.972,1.591,-0.408,1.819,1.435,-0.411,1.885,1.682,-0.831,1.992,1.520,-0.867,1.924
1443,159.761,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,0.428,-2.539,39.335,22.030,18.527,0.223,56.399,12.447,0.000,1.510,0.101,1.976,1.602,-0.410,1.825,1.436,-0.412,1.883,1.682,-0.836,1.994,1.522,-0.867,1.925
1444,159.885,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.684,-1.604,35.005,20.696,22.592,0.157,51.378,8.505,0.000,1.495,0.102,1.982,1.636,-0.406,1.833,1.442,-0.411,1.885,1.706,-0.843,1.973,1.526,-0.867,1.927
1445,160.006,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-6.135,-0.377,36.394,20.032,27.312,0.110,57.993,11.100,0.000,1.482,0.100,1.987,1.674,-0.403,1.859,1.451,-0.411,1.884,1.733,-0.835,2.019,1.528,-0.867,1.930
1446,160.117,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-10.894,0.594,38.563,19.625,30.873,0.043,65.093,17.487,0.000,1.477,0.101,1.991,1.703,-0.404,1.907,1.460,-0.410,1.885,1.725,-0.825,2.102,1.528,-0.867,1.935
